mean,std,max,min,range,skewness,kurtosis,rms,crest_factor,variance,zero_crossings,dominant_freq,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_flatness,start_time,event,axle
2.0295417094281623e-05,0.09001508408276516,1.5750786032783848,-1.1035058079419018,2.6785844112202866,1.4182128750297025,86.34890005655029,0.09001508637073696,17.497940254050878,0.008102715362427283,976,450.0,0.0003233393175731091,360.37858058130524,166.15230099573904,0.0002824927588975248,25.215,squat G,A2
-3.4555901058312325e-05,0.012857444738979212,0.05871617617475605,-0.05447367569822441,0.11318985187298046,-0.03133315756584702,0.6724074748733835,0.012857491175427739,4.566689984354798,0.00016531388521590423,991,325.0,6.269502318791434e-06,378.13377291470863,357.25350105756286,0.005245118926809023,25.715,normal,normal
3.5126843095591424e-05,0.007777628283188673,0.051766944594210246,-0.050215434619086764,0.101982379213297,-0.034317660566167356,4.099472568301514,0.007777707606137057,6.655810068427252,6.0491501711456384e-05,1350,150.0,2.42033243841165e-06,374.6493056886263,524.7890655105499,0.011367052594716483,30.881,squat H,A1
-8.33340298731842e-06,0.016540896017060387,0.11571647592457865,-0.15407619719013615,0.2697926731147148,-0.4523349633848375,13.65378485465692,0.01654089811626955,6.995779498258347,0.0002736012410472042,1133,150.0,1.1671805610255388e-05,254.53200147265719,272.63297517063864,0.002631968822476427,31.468,crossing,A1
5.8897703959693845e-06,0.016407936016703057,0.11571647592457865,-0.15407619719013615,0.2697926731147148,-0.45162708797428325,14.186971152447668,0.016407937073795006,7.0524695093686445,0.0002692203643282214,1074,150.0,1.1176944678505637e-05,255.54586226445977,275.31654048753853,0.00270092602927623,31.893,squat I,A1
-0.00010974416790368677,0.004066640391986772,0.01431601931806065,-0.013373834876173182,0.02768985419423383,-0.0048309431008431965,-0.1584028400302846,0.004068120924963662,3.5190741824343696,1.6537564077738326e-05,504,425.0,6.622077512678184e-07,529.6727407516975,949.9278076864787,0.03567578677733914,32.39296875,normal,normal
2.411661594866537e-05,0.01669382915256541,0.18185159524113614,-0.1898340886964134,0.3716856839375495,-0.46834012336880515,38.94665009777996,0.016693846572501128,10.893330931930958,0.00027868393177504276,1632,375.0,1.111346578332609e-05,375.2387419451942,263.9033353130957,0.0027248981193579093,33.166,squat H,A2
4.990998565521628e-05,0.024229691727204267,0.1691792186140938,-0.1898340886964134,0.3590133073105072,-0.008001571751341523,12.450145147460491,0.02422974313116049,6.982295177389728,0.0005870779611953509,1114,150.0,2.018227375133282e-05,200.4440993584277,232.44621548574085,0.001604755123965212,33.708,crossing,A2
9.546105304673491e-06,0.022455342896319806,0.1691792186140938,-0.1637163634072331,0.3328955820213269,0.13179034810104856,12.98041289117427,0.02245534492541646,7.534028943933319,0.0005042424245913004,1203,150.0,1.8355580875928026e-05,192.71435314662978,241.43924619600546,0.0017687220626594938,34.232,squat I,A2
6.133117220177067e-06,0.008824409330964084,0.07869401188847014,-0.07251900283694863,0.15121301472541876,0.14666849891384293,12.3448563477264,0.008824411462275137,8.917763210032934,7.7870200040406e-05,1757,425.0,2.964633777413223e-06,351.879587101333,488.11526185618493,0.009434292792315188,34.672,squat J,A1
-2.2129571648850873e-05,0.007262464643694393,0.06462055757692071,-0.06253308134057001,0.1271536389174907,0.13906257293026347,13.573056459659384,0.007262498359301191,8.89784126342145,5.274339270091112e-05,2607,150.0,2.1715719359400736e-06,986.4933961480277,1998.5600643192524,0.027511411355561656,35.52,joint Y,A1
-2.1860389470206923e-05,0.00591370530236591,0.05127291160319572,-0.05645192793168807,0.10772483953488379,-0.12661155892113682,12.908385059971435,0.00591374570639104,8.670124511404778,3.497191040323068e-05,2813,150.0,1.2040197053828947e-06,431.720809811816,1004.3661484222803,0.023924367269770035,36.071,joint Z,A1
4.2399825483445134e-05,0.0027073273522032052,0.02727572260329097,-0.0157554446326991,0.04303116723599007,0.4376614399206122,7.176757170787974,0.0027076593465923007,10.073542906207377,7.329621391987618e-06,3303,150.0,2.8769290253134604e-07,684.1028102730968,1396.4884625692678,0.07530740137252961,36.808,squat K,A1
-5.23754742345181e-07,0.0038813554885456397,0.03384122044890693,-0.032104767283198686,0.06594598773210561,-0.29834283366888903,14.554760758902841,0.0038813555238836847,8.71891797612124,1.506492042846336e-05,3246,150.0,5.824906521076101e-07,433.4143786503252,1019.7682129353884,0.03847344674108318,37.692,squat J,A2
-5.21643060784114e-05,0.001636176025028642,0.005566209758786039,-0.005124211100045666,0.010690420858831706,0.010897901958525207,-0.004894242667970783,0.0016370073609202767,3.400235021336057,2.677071984878527e-06,817,25.0,9.902519587710772e-08,1394.9238394031215,2200.556741409319,0.1873191373446681,38.1919921875,normal,normal
-1.6988348292154163e-06,0.002207804874970006,0.015895906975545687,-0.014507319472106431,0.03040322644765212,0.23954765810243955,4.955634897778319,0.0022078055285692853,7.19986736596617,4.874402365941324e-06,4198,150.0,1.9260489384954904e-07,911.356428107991,1673.1019362407712,0.10976677279739015,38.883,joint Y,A2
3.00411455968077e-05,0.0022980787573967853,0.015122883704822815,-0.013967208925659924,0.02909009263048274,-0.10728558176289996,4.745960892585028,0.0022982751022510603,6.580101611861265,5.2811659751983525e-06,4120,100.0,2.1728449266761574e-07,751.0043075399977,1606.5918919187086,0.09313132833698068,39.832,joint Z,A2
-9.471571180236093e-05,0.0017049607099670426,0.006818315975933473,-0.006951772509003248,0.01377008848493672,-0.07561448448300026,0.7231332729197812,0.0017075895550727493,3.992947810952726,2.9068910225313216e-06,1876,150.0,1.2136363580856765e-07,1147.731237744488,2064.4592598368677,0.1562087652994986,40.3319921875,normal,normal
3.5900250547331375e-05,0.0018116062578927565,0.014919062826613764,-0.016133423767145116,0.03105248659375888,-0.14720351162507223,9.679682219622267,0.0018119619371348718,8.233651337182188,3.2819172336361963e-06,5426,25.0,1.3530825889914143e-07,1116.6409039260145,1938.6997924565858,0.14971547812638406,41.198,squat K,A2
2.584710830526508e-06,0.0010728900905206636,0.004757052623088872,-0.004286993892085515,0.009044046515174386,0.004756362815530777,-0.004032942734051748,0.0010728932039432047,4.433854744913357,1.1510931463374376e-06,7090,25.0,4.458919418501131e-08,2955.249943101234,2606.482813464758,0.415352269690404,41.69796875,normal,normal
-2.093026271632515e-05,0.0010418533498414283,0.004337303889352146,-0.00421520923554137,0.008552513124893517,0.0028805851320612063,-0.023291714802221364,0.001042063567385973,4.16222582297193,1.0854584025758057e-06,7338,25.0,4.2637265224701306e-08,3039.602832330248,2588.417877826173,0.42793477576147787,42.69796875,normal,normal
-1.0765018798945293e-05,0.000989276671086921,0.003956919064943667,-0.004301679642755178,0.008258598707698846,-0.003953972935905318,-0.026375916082600703,0.000989335240242943,3.9995735560496146,9.7866833195682e-07,7682,150.0,3.844404326259105e-08,3332.1348153355493,2539.9936498683896,0.46053322412630743,43.69796875,normal,normal
9.872299995877472e-06,0.0010303206802461814,0.004582404715911188,-0.004265836208322453,0.008848240924233641,-0.017737665781643205,0.03925878268887706,0.001030367976234783,4.447347764685406,1.0615607041429539e-06,7480,25.0,4.209781259173988e-08,3096.379239456092,2597.0180744758622,0.4319222482821662,44.69796875,normal,normal
-7.840784040945424e-06,0.001032373600193925,0.004276218366290826,-0.003994271696142546,0.008270490062433373,-0.018436204246694843,-0.0386756483024584,0.0010324033747870756,4.142003475310955,1.065795250377366e-06,7478,325.0,4.160704523263301e-08,3137.457674687903,2571.5539266348333,0.4347165511237066,45.69796875,normal,normal
-5.617057383753201e-06,0.0010048905124406186,0.0040527407625396954,-0.00404753319944864,0.008100273961988334,-0.032522620838717035,-0.022059576728271857,0.0010049062112091963,4.0329542372547005,1.0098049419931693e-06,7492,325.0,3.934157296553224e-08,3237.416492507746,2544.264106648384,0.4489841842385322,46.69796875,normal,normal
