mean,std,max,min,range,skewness,kurtosis,rms,crest_factor,variance,zero_crossings,dominant_freq,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_flatness,start_time,event,axle
-8.578183159792239e-06,0.0013302004668819918,0.00478088996895855,-0.005247021600752413,0.010027911569710963,-0.011314286219337154,-0.004142212408483115,0.0013302281260443231,3.594037650651247,1.7694332820930686e-06,5601,475.0,6.99135300177101e-08,1968.3695581066468,2384.4532883685756,0.2772745843103846,0.0,normal,normal
-1.1961807129954759e-06,0.024833235509324945,0.20610662002296348,-0.23049681216185022,0.4366034321848137,-0.35398661852905156,28.583506224373718,0.024833235538134085,8.299628121614067,0.0006166895858615973,2376,400.0,2.5480425516805988e-05,390.3606154364518,279.2002657961942,0.002056813662125047,2.883,joint X,A1
1.4477163895376075e-06,0.0031604451799157555,0.011216148908248272,-0.012436581174559985,0.023652730082808257,-0.02296898080041837,0.02689726382019364,0.003160445511496042,3.548913869088965,9.988413735252733e-06,2524,475.0,3.956581314330861e-07,664.000810254785,1209.615780491228,0.060961586913975685,3.38296875,normal,normal
-5.805520460982817e-05,0.03526546631873596,0.3883968235298997,-0.4405292277276926,0.8289260512575922,-0.40654157879704905,46.47571846880118,0.03526551410492526,11.013502380095893,0.0012436531146779002,1177,125.0,4.8239768042247724e-05,221.23629873316904,241.94775289273778,0.001156304242331327,5.866,squat A,A1
8.470177592705176e-05,0.007066759477581248,0.026800144067390085,-0.023521108772408154,0.05032125283979824,0.21381401335106176,0.3258382890720579,0.00706726707467813,3.7921510230474293,4.9939089513984384e-05,346,150.0,1.986304818922217e-06,310.3272613852352,604.5106430794971,0.014121860970507782,6.3659765625,normal,normal
6.151303699260439e-05,0.06115019305798748,0.6775644034572931,-0.5586219217539476,1.2361863252112406,0.45577310255267145,28.988498693565788,0.06115022399699662,11.080325780827417,0.0037393461110291405,1052,125.0,0.00014547742418058324,249.26580310278908,209.7130079032914,0.0005541568141190117,7.141,joint X,A2
4.890466365482827e-06,0.062312723123766234,0.6775644034572931,-0.5586219217539476,1.2361863252112406,0.4270832653538787,26.705667732855073,0.06231272331567456,10.873612440669143,0.0038828754630991515,919,125.0,0.00015230884549287063,247.8508088505976,206.12815237392516,0.0005270519791442662,7.379,squat B,A1
-8.112121501367156e-06,0.040089518324821556,0.46568363160237686,-0.42860085033492434,0.8942844819373013,0.26987104107604687,39.41271446117891,0.04008951914556619,11.616094219326161,0.001607169479516203,1091,425.0,6.179514069924343e-05,308.23480614015466,190.8560282024836,0.0007939138105312246,8.216,squat C,A1
-2.4680659193697587e-05,0.009559478394546891,0.026857582677438797,-0.028999015342194765,0.055856598019633566,-0.19032810799985786,-0.28627154668501076,0.009559510254754006,2.8095145003984223,9.138362717580881e-05,293,250.0,3.7117826794930665e-06,348.48336346415863,471.45566675151696,0.008514568527574998,8.7159765625,normal,normal
1.5318581266475116e-05,0.0524396296187568,0.8724303384771271,-0.8239296209574664,1.6963599594345935,0.6644418826334865,68.24239369637583,0.05243963185617654,16.636850938807058,0.002749914754552395,963,125.0,0.00010325137231288582,638.2489065563067,1232.6136085269245,0.01751880944441002,9.476,squat A,A2
-5.475634969684363e-05,0.011061694333340488,0.036008027739946394,-0.03197323652102681,0.0679812642609732,0.01802785308049657,-0.26426867072665106,0.011061829856858637,3.255160150345328,0.00012236108152425705,376,150.0,4.827504402977667e-06,337.8910759397751,428.79178471795524,0.006686932567793582,9.9759765625,normal,normal
1.620383155107182e-05,0.07460262554773968,0.8110095158614997,-0.8966791297888599,1.7076886456503595,0.5502717130676713,50.5834527121921,0.0746026273074911,10.871058367941197,0.00556555173861626,830,125.0,0.00023611134206654295,190.94542184473244,152.59744669905118,0.00026728010705015867,10.827,squat B,A2
-1.966529409082862e-05,0.026540675756606062,0.3704998307593609,-0.21269315409686887,0.5831929848562297,1.4671800547546223,32.31893915524469,0.02654068304209763,13.959694638291367,0.0007044074696172968,926,125.0,2.8345865264380975e-05,274.03482814994936,263.4034214359772,0.0016053173521591224,11.615,squat C,A2
-0.0001499981566172918,0.011695769346642258,0.02627175062004513,-0.04093027971276752,0.06720203033281265,-0.3255544749538211,0.14869009610863992,0.011696731169726235,2.246076295917813,0.0001367910206098567,78,450.0,5.921569239119485e-06,404.83348341617915,360.1957911723348,0.004379494023956005,12.115,normal,normal
-3.366501809936788e-06,0.023406985268906978,0.2874700107996975,-0.16677673447026078,0.45424674526995823,0.68441116740715,18.123157119673962,0.023406985510999973,12.281376884887747,0.0005478869593788283,903,400.0,2.2797492351590083e-05,369.9878550403888,323.0401208150928,0.0023029800932517545,12.682,squat D,A1
5.810457439519895e-06,0.01707475759321321,0.15509265093500002,-0.16821255310077798,0.323305204035778,-0.4485580030741338,10.58095114712853,0.017074758581848468,9.083153368848984,0.0002915473468669922,955,425.0,1.1769820779810366e-05,349.41992783123436,345.0854059915973,0.003533293872682355,13.1819921875,normal,normal
-2.994586396533167e-06,0.019261435908334748,0.1526755603497016,-0.1733215275945033,0.3259970879442049,-0.44409915301441666,14.40575954028602,0.019261436141119772,7.926488930063017,0.0003710029132508872,1127,125.0,1.438604172332016e-05,274.3639862623975,365.60199111920025,0.0037356998372631636,14.891,squat E,A1
-1.0152327010155915e-05,0.025713173594243407,0.32154248918516465,-0.31478654288320723,0.6363290320683719,0.24038867793309157,36.24908317053004,0.025713175598463915,12.504969989174473,0.0006611672962876964,1171,475.0,2.5918374491002317e-05,441.0546325017394,320.4501838954219,0.0023270279597400936,15.625,squat D,A2
-2.2316656307168393e-05,0.015443771683708852,0.05803425935739175,-0.05741496183057124,0.115449221187963,0.04644287021037846,0.10811997669967788,0.015443787807778117,3.7577736808947444,0.00023851008381852733,1070,425.0,9.156998876428213e-06,417.403105189004,386.57147127805786,0.005108535001875588,16.125,normal,normal
4.901102313504993e-05,0.03824510148901,0.33284096356516935,-0.2621487985283637,0.594989762093533,0.7577658190509164,12.281230311095372,0.03824513289276249,8.702831926311758,0.001462687787904675,902,125.0,5.735623853718223e-05,295.50432995728397,304.06288865360267,0.0016043299763700714,17.598,squat E,A2
-2.1218339871772516e-05,0.02018790136414472,0.0793485351610455,-0.07493261927768523,0.15428115443873072,-0.018265384348952942,0.267555746905908,0.02018791251482885,3.9304972766629906,0.00040755136148843627,982,475.0,1.613284044719655e-05,394.7700801256094,308.40958321638357,0.0029155636000811297,18.09796875,normal,normal
-1.3562843941797703e-05,0.054454082721951215,0.6242091767187178,-0.6878097267253658,1.3120189034440837,0.5953266722626255,47.48593677993365,0.05445408441099568,11.46303685886001,0.002965247125089106,999,475.0,0.00011565439667948058,430.434119778044,176.32342063701665,0.0006193177524065566,20.577,squat F,A1
4.119264971159451e-05,0.020641962276451653,0.06594082616335481,-0.07092509190191802,0.13686591806527282,0.03192038574784514,0.1168558445733634,0.020642003377987404,3.1944974020144765,0.00042609060662245307,207,450.0,1.7496219133965354e-05,449.61599590749813,276.04276123258876,0.0022197348407350785,21.0769921875,normal,normal
2.6434901096678717e-05,0.042949262112679014,0.7353063142889897,-0.5686768191277609,1.3039831334167507,1.435703956488901,64.07661582335564,0.04294927024790527,17.120344770580875,0.0018446391160236051,1004,450.0,7.873535877112178e-05,426.2829361917206,248.7190095861797,0.0009178982385488091,21.774,squat G,A1
-0.0002641701764376536,0.015923181028045772,0.041735101861853106,-0.0510764685692894,0.0928115704311425,-0.00210670764273345,-0.277611895331086,0.015925372207079996,2.6206672798076767,0.0002535476940519168,151,400.0,1.1202220764681113e-05,423.8215610346645,283.21052179433207,0.003063443419181606,22.273984375,normal,normal
-2.5437128817852256e-05,0.041412730470741003,0.4268984779251071,-0.41450327378722024,0.8414017517123273,0.6835742552244103,33.635553520954765,0.041412738282921635,10.308385671303398,0.0017150142450422406,914,425.0,6.66320756831162e-05,339.3558696882861,203.9940523772883,0.0009399363148558743,22.912,squat F,A2
0.0002041156004706831,0.017143089410135603,0.05792457047091601,-0.05571604565476711,0.11364061612568312,0.1884819566160259,0.20089962392871863,0.017144304526642628,3.378648015782731,0.00029388551452390343,163,325.0,1.2394740122708297e-05,352.3455107011538,277.40851756928254,0.002806529338884315,23.4119921875,normal,normal
1.7951151185810363e-05,0.08689942372351646,1.5241367683041684,-1.112171861969488,2.6363086302736565,1.5070673045409144,84.91299312172464,0.08689942557763593,17.53908910413343,0.007551509843479256,873,450.0,0.00029957200085969107,357.32778825305996,162.0839086265287,0.0002728611082492128,24.083,squat G,A2
